,case_date,state,cases,deaths,state_abbreviation,status,restriction_start,restriction_end,status_details,external_link,population,country,county,date,type
5122,2020-05-28,Michigan,55944,5372,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5123,2020-05-29,Michigan,56589,5406,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5124,2020-05-30,Michigan,56848,5463,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5125,2020-05-31,Michigan,57355,5491,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5126,2020-06-01,Michigan,58435,5525,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5127,2020-06-02,Michigan,58680,5562,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5128,2020-06-03,Michigan,58990,5579,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5129,2020-06-04,Michigan,59215,5604,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5130,2020-06-05,Michigan,63744,5854,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5131,2020-06-06,Michigan,64196,5894,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5132,2020-06-07,Michigan,64615,5898,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5133,2020-06-08,Michigan,64911,5916,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5134,2020-06-09,Michigan,65190,5946,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5135,2020-06-10,Michigan,65377,5958,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5136,2020-06-11,Michigan,65627,5985,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5137,2020-06-12,Michigan,65881,5994,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5138,2020-06-13,Michigan,66024,6017,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
